cat,treeID,Z,HTLC_x,vol1,vol2,vol3,vol4,vol5,sfa1,sfa2,sfa3,sfa4,sfa5,UndHt,XTOP,YTOP,ZTOP,Carea,mCDst,plotID,uni,NNhere,CI_Carea,CI_Z,CI_mCDst,CI_HTLC,CI_vol1,CI_vol2,CI_vol3,CI_vol4,CI_vol5,CI_sfa1,CI_sfa2,CI_sfa3,CI_sfa4,CI_sfa5,SILVA1,SILVA2,X1,Y1,Id,Area,NL,pStV_LMR,pStV_RF,pDBH_LMR,pDBH_RF,geom_type,geom_x,geom_y,Z_ft,status,tree_idx_in_row,thin_decision
5,10,19.644,15.4,1.955,12.404,21.391,26.432,32.104,8.728,31.042,46.601,57.716,67.689,0.0,725457.8135,4162734.51825,19.64425,5.59932550066151,3.919,1,10,6,1.5,2.146,2.126,2.84,1.171,1.659,1.584,1.484,1.481,1.411,1.889,1.862,1.836,1.805,3.0,92.0,725458.01,4162734.694,0,26844.5658775,1,10.2719947036605,11.4662239666667,8.56641307778035,8.33927002332423,Point,725458.01,4162734.694,64.44882095999999,Alive,14,Keep
155,262,20.121,13.6,4.199,17.674,26.917,35.796,41.825,14.405,37.74,50.95,66.677,77.453,0.0,725459.386,4162735.5285,20.12125,7.34357728133909,4.024,1,261,6,1.959,2.066,2.111,2.382,3.11,2.339,1.9,2.015,2.026,2.619,2.221,1.907,2.063,2.094,5.0,109.0,725459.484,4162735.528,0,26844.5658775,1,11.632426870403,12.1592796,8.63675178642927,8.65008332694963,Point,725459.484,4162735.528,66.01378163999999,Alive,15,Keep
151,257,21.537,13.4,2.95,15.579,31.297,38.962,44.0,11.823,34.749,56.961,67.96,77.338,2.2,725461.296,4162736.5025,21.537,7.90423493686831,3.876,1,256,6,2.033,2.258,2.042,2.517,2.17,1.872,2.131,2.06,2.062,1.939,1.938,2.138,2.067,2.095,5.0,107.0,725461.391,4162736.441,0,26844.5658775,1,12.7962590589755,14.1372014666667,8.99269072098943,9.0020367154876,Point,725461.391,4162736.441,70.65945108,Alive,16,Keep
3,8,19.616,12.4,5.7,17.042,29.861,37.374,40.937,17.939,37.017,56.423,68.666,74.063,3.0,725463.70075,4162738.119,19.6165,7.15934859411209,3.983,1,8,6,1.918,2.113,2.188,2.364,4.837,2.276,2.128,2.103,2.095,3.321,2.238,2.204,2.22,2.165,8.0,207.0,725462.931,4162737.642,0,26844.5658775,1,10.9607682623582,11.8154739333333,8.57679860179547,8.54279664234083,Point,725462.931,4162737.642,64.35695744,Alive,17,Keep
145,248,20.498,12.8,3.75,15.478,28.54,34.716,34.716,13.75,35.086,56.011,65.221,65.221,0.0,725464.15875,4162738.54725,20.498,6.89032700023381,4.1,1,247,6,1.747,2.224,2.078,2.22,2.263,1.84,1.894,1.838,1.61,2.13,1.956,2.065,1.985,1.742,6.0,132.0,725464.363,4162738.69,0,26844.5658775,1,11.0170849574755,12.1716176333333,8.74255059473129,8.76108332469729,Point,725464.363,4162738.69,67.25065832,Alive,18,Keep
142,242,20.224,12.8,5.061,18.214,30.212,36.296,42.028,16.21,37.852,56.222,66.256,77.872,0.0,725465.89775,4162739.0785,20.2235,7.43303171847947,4.062,1,241,7,2.577,2.468,2.583,2.339,3.435,2.833,2.819,2.751,2.836,2.901,2.632,2.688,2.624,2.746,7.0,145.0,725466.022,4162739.347,0,26844.5658775,1,11.6314991238438,11.9639437666667,8.47833253600211,8.05504338561857,Point,725466.022,4162739.347,66.35170816,Alive,19,Keep
140,239,20.398,14.8,3.957,15.185,25.432,35.857,43.502,14.109,34.648,50.797,68.86,82.112,0.0,725467.50675,4162740.74725,20.39775,6.52225778094726,3.772,1,238,7,2.015,2.402,2.225,2.995,4.016,2.432,2.253,2.436,2.409,2.872,2.406,2.294,2.489,2.451,2.0,46.0,725467.479,4162740.836,0,26844.5658775,1,12.1580894132767,15.5133343,8.88497194658905,8.97326000201716,Point,725467.479,4162740.836,66.92257432,Alive,20,Keep
138,237,20.898,18.2,2.149,11.648,25.781,37.454,48.688,9.439,28.409,49.534,68.013,85.642,0.0,725469.34475,4162741.61375,20.898,7.56346996853245,3.714,1,236,7,2.69,2.676,2.406,4.429,2.328,2.03,2.619,2.89,3.173,1.931,2.096,2.467,2.69,2.881,0.0,0.0,725469.367,4162741.779,0,26844.5658775,1,13.1803822423022,13.4006967666667,8.80517185905106,8.19378339508536,Point,725469.367,4162741.779,68.56299432,Alive,21,Keep
136,232,20.647,10.8,2.941,14.562,34.038,50.825,59.203,11.999,33.692,59.553,79.989,90.674,3.4,725473.13775,4162745.2265,20.647,9.56137274972571,4.543,1,231,7,2.138,2.288,2.14,2.201,2.709,1.955,2.349,2.501,2.528,2.165,1.946,2.205,2.278,2.285,6.0,135.0,725473.385,4162744.975,0,26844.5658775,1,13.8646097192505,15.0198949666667,9.7322423550603,9.83007665415343,Point,725473.385,4162744.975,67.73950348,Alive,23,Keep
309,443,21.53,14.0,7.39,25.973,45.701,65.024,75.488,22.111,46.321,69.761,93.718,109.679,0.0,725441.0375,4162712.756,21.53,10.2668299056822,4.371,1,442,7,2.186,1.952,2.103,1.941,3.391,2.839,2.42,2.863,2.875,2.864,2.36,2.157,2.463,2.494,7.0,177.0,725441.184,4162712.637,0,26844.5658775,4,16.1639053968778,16.4937829333333,10.176810871355,9.6358833255465,Point,725441.184,4162712.637,70.63648520000001,Alive,1,Keep
288,421,20.943,16.2,2.435,14.246,25.166,32.555,41.695,11.552,33.769,50.327,62.647,79.208,12.4,725444.0005,4162714.03425,20.94325,6.38806440599728,3.5,1,420,6,2.091,2.278,2.243,2.415,1.423,2.156,2.135,2.314,2.548,1.882,2.237,2.231,2.351,2.546,3.0,78.0,725444.637,4162714.873,0,26844.5658775,4,12.2259580341626,14.2530583333333,8.60271135390896,8.9635466846718,Point,725444.637,4162714.873,68.71063212,Alive,3,Keep
272,402,21.56,14.8,3.527,13.897,21.599,25.769,31.405,12.971,32.302,44.859,54.225,67.656,12.6,725448.30825,4162716.754,21.5605,5.57511815638281,3.304,1,401,8,2.496,2.963,2.695,2.879,2.73,2.61,2.693,2.519,2.533,2.84,2.703,2.782,2.663,2.741,6.0,157.0,725448.108,4162716.869,0,26844.5658775,4,11.266680620066,14.0459347,8.39988178848613,8.3039200157515,Point,725448.108,4162716.869,70.73491039999999,Alive,5,Keep
261,389,20.638,15.0,3.941,14.302,19.403,23.72,29.873,13.433,32.877,41.628,51.679,64.946,0.0,725449.711,4162717.638,20.63775,5.42025521867618,3.241,1,388,7,2.235,2.554,2.435,2.636,3.608,2.567,2.193,2.13,2.277,3.113,2.582,2.346,2.344,2.473,6.0,165.0,725449.57,4162717.809,0,26844.5658775,4,10.4790346030752,13.2273165333333,8.03855012692599,8.5292100061616,Point,725449.57,4162717.809,67.70997592,Alive,6,Keep
252,379,21.464,15.6,2.025,17.71,29.571,35.676,41.956,8.978,37.379,52.954,62.333,73.085,0.0,725451.19775,4162718.92025,21.4645,8.14554259370198,3.561,1,378,8,3.298,2.641,2.576,2.672,1.506,3.058,3.389,3.225,3.327,1.781,2.837,2.974,2.791,2.851,3.0,55.0,725451.142,4162719.25,0,26844.5658775,4,12.6492434291767,13.5547333,7.96992791382255,7.81775999322096,Point,725451.142,4162719.25,70.41994976,Alive,7,Keep
238,362,21.041,14.2,9.952,31.078,48.855,59.058,69.738,27.138,53.887,73.26,86.788,103.251,2.2,725454.34275,4162720.76775,21.0415,10.7860333119752,4.174,1,361,7,3.143,2.089,2.375,1.99,6.302,4.113,4.001,3.989,4.207,4.487,3.196,3.071,3.065,3.234,7.0,120.0,725454.136,4162720.827,0,26844.5658775,4,15.3434293883008,12.1744166666667,9.03760368878776,8.49734998561173,Point,725454.136,4162720.827,69.03215444,Alive,8,Keep
217,336,22.216,14.2,4.28,17.25,28.369,35.859,40.344,14.229,37.526,55.362,69.667,79.253,0.0,725459.1425,4162724.169,22.2165,6.30731287453091,3.699,1,335,5,1.655,2.131,2.048,1.984,1.695,1.822,1.822,1.945,1.949,1.669,1.882,1.953,2.119,2.127,5.0,122.0,725459.067,4162723.838,0,26844.5658775,4,12.7849030541579,13.7874365666667,9.08996035218929,8.98610334889393,Point,725459.067,4162723.838,72.88714144000001,Alive,10,Keep
203,321,22.021,13.6,3.403,14.465,24.391,30.944,33.909,12.451,33.14,49.703,61.519,69.737,0.0,725462.2595,4162725.87175,22.021,6.34902840619907,3.681,1,320,6,2.048,2.43,2.326,2.208,1.695,1.828,1.922,2.032,1.987,1.717,1.966,2.082,2.168,2.176,8.0,204.0,725462.167,4162725.731,0,26844.5658775,4,11.728442392392,13.0109557666667,8.68121072790389,8.74093999301883,Point,725462.167,4162725.731,72.24737764,Alive,12,Keep
192,308,20.74,12.2,2.781,13.769,21.832,26.066,30.798,12.654,32.707,46.739,56.223,67.038,10.8,725462.87925,4162726.516,20.74025,5.59714243779308,3.53,1,307,7,2.128,2.556,2.573,2.2,1.91,2.14,2.042,2.005,2.084,2.427,2.347,2.314,2.32,2.388,11.0,271.0,725462.945,4162727.437,0,26844.5658775,4,10.3832891309457,12.9279441,8.31508000524613,8.68083334978514,Point,725462.945,4162727.437,68.0446216,Alive,13,Keep
190,305,20.817,16.2,4.749,18.834,29.695,38.042,44.245,15.55,38.488,54.241,68.834,81.024,0.0,725464.64375,4162728.0085,20.81675,7.09121300047264,3.779,1,304,6,2.363,2.112,2.291,2.513,4.112,2.546,2.411,2.637,2.501,2.925,2.34,2.264,2.46,2.352,5.0,127.0,725464.735,4162727.753,0,26844.5658775,4,12.3090882254679,13.9048209666667,8.43073750279525,8.70774335046767,Point,725464.735,4162727.753,68.29724628,Alive,14,Keep
183,297,21.72,14.8,3.901,17.786,30.884,35.317,46.249,13.728,37.626,56.928,65.304,84.918,11.6,725466.701,4162729.1605,21.71975,7.32449450017884,3.904,1,296,7,2.475,2.347,2.514,2.261,3.317,2.451,2.56,2.411,2.744,2.732,2.398,2.511,2.398,2.702,6.0,137.0,725466.418,4162729.215,0,26844.5658775,4,13.0925191132354,13.7964511666667,8.81816888907023,8.67412338594526,Point,725466.418,4162729.215,71.2598448,Alive,15,Keep
175,289,21.792,15.8,3.425,18.771,31.177,36.916,37.345,12.581,38.464,55.669,65.306,66.202,3.2,725467.955,4162730.40775,21.7925,7.60214037503465,3.618,1,288,7,2.64,2.369,2.287,2.462,2.055,2.579,2.739,2.631,2.212,2.108,2.451,2.536,2.451,2.048,3.0,76.0,725468.142,4162730.422,0,26844.5658775,4,12.2887399671984,13.6297489666667,8.19265312926259,7.63927334122247,Point,725468.142,4162730.422,71.49606528000001,Alive,16,Keep
167,277,21.941,15.2,5.79,22.332,34.942,43.466,52.445,17.889,42.241,58.581,72.317,87.641,0.0,725470.85825,4162732.35875,21.941,7.95628828107147,3.654,1,276,7,3.19,2.528,2.5,2.384,4.526,3.727,3.828,3.632,3.889,3.317,3.023,3.065,2.976,3.161,6.0,121.0,725470.772,4162732.077,0,26844.5658775,4,13.973341458762,12.6662683666667,8.54048025165841,8.1544666865631,Point,725470.772,4162732.077,71.98491044,Alive,17,Keep
6,11,20.768,15.8,1.691,11.88,18.549,28.278,29.368,10.508,31.943,43.398,60.97,63.882,0.0,725472.143,4162732.13475,20.76775,5.96029809396714,3.534,1,11,7,2.555,2.496,2.583,2.574,1.091,2.023,2.031,2.501,2.251,1.894,2.401,2.32,2.63,2.354,5.0,131.0,725472.38,4162733.078,0,26844.5658775,4,10.5912801018478,13.3485110666667,7.83069569909726,8.123140007047,Point,725472.38,4162733.078,68.13648512,Alive,18,Keep
158,267,20.523,16.6,2.985,12.101,17.666,20.99,24.229,12.117,29.418,40.514,49.149,57.67,0.0,725474.00125,4162734.337,20.523,5.22076953097712,3.418,1,266,7,2.284,2.638,2.625,2.716,2.276,2.138,2.092,1.92,1.993,2.239,2.264,2.3,2.206,2.294,1.0,29.0,725473.871,4162734.323,0,26844.5658775,4,10.1099341098664,13.4842590333333,7.87938223299996,8.33599000434456,Point,725473.871,4162734.323,67.33267932,Alive,19,Keep
4,9,19.14,15.4,7.611,16.795,21.963,26.22,30.061,21.13,35.634,45.236,54.3,62.973,1.8,725476.23675,4162735.6595,19.13975,5.91136081245895,3.347,1,9,7,2.616,2.49,2.594,2.559,4.976,2.952,2.609,2.53,2.528,3.892,2.825,2.638,2.567,2.564,4.0,97.0,725475.461,4162735.142,0,26844.5658775,4,9.70403905882548,9.19571853333334,7.46295174847836,7.63850001138247,Point,725475.461,4162735.142,62.7952776,Alive,20,Keep
152,258,20.139,16.0,5.733,17.467,24.083,32.121,36.923,17.538,35.758,46.04,61.115,70.665,12.2,725476.80325,4162736.538,20.1395,6.39749290654436,3.456,1,257,7,2.363,2.497,2.429,2.649,3.045,2.571,2.387,2.628,2.635,2.793,2.485,2.36,2.595,2.598,1.0,38.0,725476.905,4162736.255,0,26844.5658775,4,11.2697711576778,12.7097448666667,8.19645263627907,8.1198100045272,Point,725476.905,4162736.255,66.07283676,Alive,21,Keep
148,252,20.445,14.4,4.037,19.262,31.51,41.135,44.707,14.332,38.555,54.308,68.958,74.513,0.0,725478.86225,4162737.748,20.445,8.74613484376459,3.994,1,251,6,2.224,2.018,2.068,2.21,1.68,2.12,2.172,2.286,2.143,1.811,2.063,2.046,2.129,1.983,3.0,69.0,725478.848,4162737.574,0,26844.5658775,4,12.2665134486148,13.3316709666667,8.52580474450618,8.70934334259257,Point,725478.848,4162737.574,67.0767738,Alive,22,Keep
382,527,21.233,14.0,4.494,22.226,41.293,47.83,57.589,15.846,44.033,66.077,74.39,89.724,0.0,725446.508,4162705.29025,21.23325,10.4188095946447,4.267,1,526,8,2.258,2.216,2.198,2.157,2.726,2.157,2.358,2.056,2.058,2.428,2.219,2.329,2.065,2.103,6.0,142.0,725446.304,4162705.003,0,26844.5658775,7,14.0433662888169,14.4704160666667,9.4690356623035,9.51942998088084,Point,725446.304,4162705.003,69.66207572,Alive,1,Keep
356,496,20.33,16.2,4.609,16.003,24.381,29.121,36.522,16.492,35.072,48.628,58.362,71.253,0.0,725449.5005,4162707.07875,20.3305,7.03488140559057,3.822,1,495,6,2.159,2.178,2.334,2.409,2.588,2.103,2.062,1.853,1.926,2.562,2.155,2.175,2.012,2.049,3.0,71.0,725450.364,4162707.783,0,26844.5658775,7,11.2651019702277,12.7212560857143,8.27223750198356,8.62043669567331,Point,725450.364,4162707.783,66.69947719999999,Alive,3,Keep
351,489,20.381,17.6,4.432,14.006,19.477,25.645,30.959,15.049,32.248,41.586,54.555,65.533,0.0,725451.67625,4162708.43375,20.38075,5.87182212524931,3.457,1,488,7,2.384,2.594,2.543,2.994,2.894,2.365,2.171,2.325,2.36,2.746,2.469,2.318,2.476,2.487,1.0,28.0,725451.816,4162708.455,0,26844.5658775,7,10.7790608367421,14.4580707333333,8.04049991776612,8.11117003273686,Point,725451.816,4162708.455,66.86680004,Alive,4,Keep
340,477,20.896,15.6,3.359,13.33,20.274,24.171,28.515,12.575,31.057,42.577,51.612,62.414,7.4,725453.4545,4162709.607,20.89575,5.52557506249286,3.294,1,476,8,2.474,2.822,2.66,2.743,2.349,2.437,2.594,2.331,2.357,2.491,2.554,2.675,2.485,2.549,5.0,138.0,725453.291,4162709.61,0,26844.5658775,7,10.560222887698,14.3048205666667,8.06252060166736,8.32411334827316,Point,725453.291,4162709.61,68.55643264,Alive,5,Keep
331,468,20.926,17.6,3.67,15.779,18.603,29.137,31.922,13.315,34.597,38.924,58.399,65.582,15.0,725454.812,4162710.66325,20.9265,6.10158871859312,3.291,1,467,8,2.744,2.771,2.603,3.144,2.959,2.933,2.28,2.837,2.621,2.839,2.838,2.347,2.804,2.642,1.0,27.0,725454.883,4162710.637,0,26844.5658775,7,11.2417635686853,15.4429929,7.93229013751842,8.12060666275806,Point,725454.883,4162710.637,68.65485783999999,Alive,6,Keep
320,454,20.197,15.6,4.259,15.09,20.587,26.981,34.597,14.631,33.239,42.273,56.049,69.529,0.0,725456.86575,4162711.61725,20.197,6.30781950021628,3.549,1,453,7,2.664,2.476,2.608,2.554,3.296,2.606,2.479,2.517,2.824,2.948,2.531,2.443,2.533,2.715,5.0,125.0,725456.593,4162711.776,0,26844.5658775,7,10.8269897496603,13.6256747,7.86066712379438,7.67807331999166,Point,725456.593,4162711.776,66.26312548,Alive,7,Keep
311,445,20.649,15.0,2.798,12.159,17.996,21.46,24.3,10.863,28.655,39.777,47.954,55.209,0.0,725458.2725,4162712.5945,20.649,5.74306028141291,3.468,1,444,7,2.441,2.637,2.545,2.57,2.071,2.137,2.248,2.054,1.948,2.163,2.226,2.397,2.225,2.152,3.0,68.0,725458.126,4162712.561,0,26844.5658775,7,10.101454226424,13.0718734,7.78455664952393,8.13787000141359,Point,725458.126,4162712.561,67.74606516,Alive,8,Keep
298,431,20.547,15.4,2.697,13.897,18.333,27.508,31.922,10.921,32.03,38.588,55.697,65.434,0.0,725459.7465,4162713.65025,20.54725,6.46747574972687,3.701,1,430,8,2.862,2.715,2.879,2.88,2.616,2.747,2.322,2.839,2.812,2.64,2.725,2.35,2.768,2.758,4.0,93.0,725459.558,4162713.665,0,26844.5658775,7,10.8317005608795,14.5017247,7.89563585999273,8.24998666112833,Point,725459.558,4162713.665,67.41141948,Alive,9,Keep
289,422,20.895,13.2,2.097,14.268,27.135,37.441,42.347,9.157,32.74,50.807,66.296,75.383,0.0,725461.32225,4162714.9455,20.89475,8.04809643770568,3.529,1,421,6,2.439,2.069,1.957,1.781,1.768,1.896,2.351,2.481,2.349,1.676,1.934,2.208,2.264,2.148,9.0,178.0,725461.375,4162714.844,0,26844.5658775,7,12.0177015697434,12.2267551666667,8.14930911255956,8.35951669505804,Point,725461.375,4162714.844,68.5531518,Alive,10,Keep
18,26,20.263,15.4,1.097,16.424,27.54,41.295,47.349,7.4,36.34,51.266,70.357,80.247,0.0,725464.74075,4162717.08725,20.26325,8.36803456291091,3.901,1,26,7,2.729,2.222,2.425,2.469,0.736,2.344,2.291,2.849,2.813,1.331,2.375,2.255,2.621,2.534,3.0,72.0,725463.919,4162716.31,0,26844.5658775,7,12.439212218538,11.5661445,8.30170342279932,7.77705002056466,Point,725463.919,4162716.31,66.47966092,Alive,11,Keep
266,394,21.404,14.8,4.099,17.977,29.969,34.349,37.476,13.971,38.075,55.484,62.67,69.25,0.0,725465.31375,4162717.69225,21.4045,6.9868524997728,3.877,1,393,6,1.803,2.125,2.11,2.109,3.511,2.142,2.119,1.855,1.708,2.525,2.141,2.162,1.942,1.8,5.0,147.0,725465.471,4162717.659,0,26844.5658775,7,11.8750915683714,13.1559601666667,8.77662897326031,8.84373666583296,Point,725465.471,4162717.659,70.22309936,Alive,12,Keep
254,381,20.595,14.4,4.873,20.455,32.665,45.105,50.176,16.177,40.558,55.885,73.151,82.155,0.0,725467.6705,4162718.66875,20.595,9.23106762510724,3.91,1,380,7,2.432,2.127,2.198,2.24,3.114,2.454,2.259,2.594,2.437,2.747,2.329,2.185,2.428,2.303,6.0,138.0,725467.586,4162718.713,0,26844.5658775,7,12.8064793887971,13.7930938666667,8.66184147343412,9.08544003448969,Point,725467.586,4162718.713,67.5688998,Alive,13,Keep
240,364,21.297,14.2,5.002,22.825,36.77,47.093,54.145,16.495,44.083,61.172,75.352,87.402,0.0,725470.53475,4162720.54925,21.29675,9.95642484416021,4.28,1,363,7,2.73,2.251,2.502,2.196,2.894,2.861,2.685,2.888,2.74,2.559,2.6,2.473,2.591,2.504,5.0,98.0,725469.98,4162720.509,0,26844.5658775,7,13.8069646074715,12.6792406,8.94845965253404,8.4695400108822,Point,725469.98,4162720.509,69.87204948,Alive,14,Keep
225,346,20.811,14.4,5.138,24.2,39.719,49.278,61.132,16.373,45.151,63.236,75.935,93.205,0.0,725473.5455,4162722.7355,20.81125,9.96152862440795,4.065,1,345,8,3.427,2.4,2.544,2.291,3.261,3.379,3.491,3.787,4.09,2.8,2.879,2.88,3.055,3.259,4.0,67.0,725473.719,4162722.891,0,26844.5658775,7,14.3582810586313,12.5109198,8.59623632502565,9.19640327993031,Point,725473.719,4162722.891,68.27756124,Alive,16,Keep
199,316,21.363,16.0,3.397,15.765,22.867,28.196,31.756,12.115,35.732,46.004,56.848,66.391,0.0,725479.466,4162726.35325,21.36325,6.48249365630909,3.553,1,315,7,2.369,2.531,2.396,2.658,2.987,2.359,2.302,2.376,2.217,2.532,2.424,2.343,2.454,2.351,2.0,61.0,725479.356,4162726.361,0,26844.5658775,7,11.4198112075235,13.4476687333333,8.23155375297004,8.05874669077953,Point,725479.356,4162726.361,70.08858492,Alive,18,Keep
8,15,20.491,15.6,4.676,16.457,19.707,20.266,30.814,15.98,36.355,41.638,42.355,66.497,0.0,725480.316,4162726.8975,20.4915,6.16806534409989,3.561,1,15,6,2.137,2.214,2.295,2.287,2.534,2.218,1.796,1.472,1.979,2.498,2.258,1.936,1.596,2.184,4.0,96.0,725480.659,4162727.791,0,26844.5658775,7,10.6632048733688,13.1664033,7.98774755842681,8.84261998377286,Point,725480.659,4162727.791,67.22769244,Alive,19,Keep
181,295,20.449,14.4,7.857,26.384,43.127,55.436,64.802,22.149,48.186,67.629,84.895,99.464,0.0,725483.8785,4162729.643,20.44925,10.2534598126076,4.747,1,294,6,1.822,1.749,1.964,1.848,2.536,2.034,1.978,2.064,2.072,2.185,1.932,1.875,1.968,2.0,4.0,97.0,725484.011,4162729.915,0,26844.5658775,7,14.4629457007889,14.7678827619048,9.84777136992268,9.43091331886634,Point,725484.011,4162729.915,67.08989716,Alive,21,Keep
337,474,23.096,13.2,4.022,19.159,50.785,70.412,83.59,14.786,39.596,76.9,96.442,111.608,0.0,725443.225,4162710.05775,23.096,13.5254403118452,4.947,1,473,7,2.732,2.085,2.312,1.751,1.359,1.685,2.498,2.777,2.856,1.561,1.758,2.297,2.366,2.366,7.0,137.0,725442.778,4162709.937,0,26844.5658775,5,18.1875979579657,14.0572885,10.6579348903807,9.215986688818,Point,725442.778,4162709.937,75.77428064,Alive,1,Keep
319,453,21.69,14.6,6.217,20.498,32.378,39.689,42.336,19.116,40.796,57.062,69.264,74.424,0.0,725445.34925,4162711.78275,21.69025,7.57208009320311,3.597,1,452,7,1.988,2.314,2.095,2.268,3.406,2.561,2.175,2.094,1.881,2.843,2.392,2.191,2.161,1.959,5.0,129.0,725445.16,4162711.585,0,26844.5658775,5,12.6523500451812,13.8787807666667,8.91274416000771,9.02683333844624,Point,725445.16,4162711.585,71.1614196,Alive,2,Keep
